category,file,codec,codec_profile,resolution,width,height,bitrate_mbps,nominal_fps,average_fps,pixel_format,possible_vfr,status,warning_count,trouble_score,severity,most_troubling,trouble_reason
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 40.mp4,h264,High,852x480,852,480,0.25,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 41.mp4,h264,High,852x480,852,480,0.23,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 42.mp4,h264,High,852x480,852,480,0.25,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 43 Fav.mp4,h264,High,852x480,852,480,0.41,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 44.mp4,h264,High,852x480,852,480,0.26,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 45.mp4,h264,High,852x480,852,480,0.29,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 46.mp4,h264,High,852x480,852,480,0.31,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 47.mp4,h264,High,852x480,852,480,0.33,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 48.mp4,h264,High,852x480,852,480,0.27,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 49.mp4,h264,High,852x480,852,480,0.3,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Bluey/Bluey Seaseon 3 Episode 50.mp4,h264,High,852x480,852,480,0.32,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-1.mp4,h264,High,852x480,852,480,0.3,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-2.mp4,h264,High,852x480,852,480,0.27,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-3.mp4,h264,High,852x480,852,480,0.28,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-4.mp4,h264,High,852x480,852,480,0.22,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-5.mp4,h264,High,852x480,852,480,0.29,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-6.mp4,h264,High,852x480,852,480,0.25,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-7.mp4,h264,High,852x480,852,480,0.28,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-8.mp4,h264,High,852x480,852,480,0.24,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-9.mp4,h264,High,852x480,852,480,0.24,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-10.mp4,h264,High,852x480,852,480,0.24,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-11.mp4,h264,High,852x480,852,480,0.28,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-12.mp4,h264,High,852x480,852,480,0.24,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-13.mp4,h264,High,852x480,852,480,0.22,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-14.mp4,h264,High,852x480,852,480,0.22,23.81,23.81,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-15.mp4,h264,High,852x480,852,480,0.31,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-16.mp4,h264,High,852x480,852,480,0.23,23.81,23.81,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-17.mp4,h264,High,852x480,852,480,0.29,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-18.mp4,h264,High,852x480,852,480,0.35,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-19.mp4,h264,High,852x480,852,480,0.26,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-20.mp4,h264,High,852x480,852,480,0.27,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-21.mp4,h264,High,852x480,852,480,0.24,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-22.mp4,h264,High,852x480,852,480,0.3,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-23.mp4,h264,High,852x480,852,480,0.24,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Delicious In Dungeon/Dungeon Meshi-24.mp4,h264,High,852x480,852,480,0.28,23.976,23.976,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 1.mp4,h264,High,852x480,852,480,0.45,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 2.mp4,h264,High,1280x720,1280,720,0.67,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 3.mp4,h264,High,1280x720,1280,720,0.71,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 4.mp4,h264,High,1280x720,1280,720,0.77,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 5.mp4,h264,High,640x360,640,360,0.32,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 6.mp4,h264,High,1280x720,1280,720,0.87,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Epithet Erased/Epithet Erased- 7.mp4,h264,High,1280x720,1280,720,0.87,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 001 Geo (Reuploaded).mp4,h264,Main,1280x720,1280,720,0.32,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 001 Geo.mp4,h264,Main,1280x720,1280,720,0.41,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 002 Gwain.mp4,h264,Main,1280x720,1280,720,0.41,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 003 Agni & Deva.mp4,h264,Constrained Baseline,640x360,640,360,0.33,24.0,23.87,yuv420p,True,POSSIBLE VARIABLE FRAME RATE,1,85,VERY HIGH,POSSIBLE VARIABLE FRAME RATE,"The nominal and average frame rates do not match closely. Because your symptom is video falling behind while audio keeps going, this is especially worth investigating for Project Nonsense."
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 004 Marlow.mp4,h264,Constrained Baseline,640x360,640,360,0.34,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 005 Ami.mp4,h264,Constrained Baseline,640x360,640,360,0.3,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 006 Savien.mp4,h264,Constrained Baseline,640x360,640,360,0.35,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 007 Lanney.mp4,h264,Constrained Baseline,640x360,640,360,0.36,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Gwain Saga Episodes/Gwain Saga 008.mp4,h264,Main,640x360,640,360,0.33,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 1.mp4,h264,Main,1280x720,1280,720,1.59,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 2.mp4,h264,Main,1280x720,1280,720,1.38,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 3.mp4,h264,Main,1280x720,1280,720,1.41,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 4.mp4,h264,Main,1280x720,1280,720,1.32,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 5.mp4,h264,Main,1280x720,1280,720,1.54,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 6.mp4,h264,Main,1280x720,1280,720,1.37,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 7.mp4,h264,Main,1280x720,1280,720,1.44,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 8.mp4,h264,Main,1280x720,1280,720,1.24,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 9.mp4,h264,Main,1280x720,1280,720,1.42,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Haunted Hotel/Haunted Hotel Ep 10.mp4,h264,Main,1280x720,1280,720,1.52,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 1.mp4,h264,High,852x480,852,480,0.34,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 2.mp4,h264,High,1280x720,1280,720,0.69,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 3.mp4,h264,High,1280x720,1280,720,0.66,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 4.mp4,h264,High,1280x720,1280,720,0.85,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 5.mp4,h264,High,1280x720,1280,720,0.65,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 6.mp4,h264,High,1280x720,1280,720,0.66,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 7.mp4,h264,High,1280x720,1280,720,0.56,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 8.mp4,h264,High,1280x720,1280,720,0.83,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 9.mp4,h264,High,1280x720,1280,720,0.56,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic Ep 10.mp4,h264,High,1280x720,1280,720,0.69,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 1.mp4,h264,High,1280x720,1280,720,0.63,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 2.mp4,h264,High,1280x720,1280,720,0.5,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 3.mp4,h264,High,1280x720,1280,720,0.73,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 4.mp4,h264,High,1280x720,1280,720,0.68,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 5.mp4,h264,High,1280x720,1280,720,0.68,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 6.mp4,h264,High,1280x720,1280,720,0.77,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 7.mp4,h264,High,1280x720,1280,720,0.72,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S2 Ep 8.mp4,h264,High,1280x720,1280,720,0.75,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S3 Ep 1.mp4,h264,High,1280x720,1280,720,0.84,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S3 Ep 2.mp4,h264,High,1280x720,1280,720,0.74,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S3 Ep 3.mp4,h264,High,1280x720,1280,720,0.54,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S3 Ep 4.mp4,h264,High,1280x720,1280,720,0.48,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S3 Ep 5.mp4,h264,High,1280x720,1280,720,0.83,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kid Cosmic/Kid Cosmic S3 Ep 6.mp4,h264,High,1280x720,1280,720,0.59,24.0,24.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 92 - Hunger Struck.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 2 - A Blockbuster Battle [CC].mp4,h264,High,640x480,640,480,0.72,29.97,29.97,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 93 - D_Preciation Day.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 77 - Dedede_s Monsterpiece {still looking for last minute of audio!}.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 75 - Fossil Fools - Part 1.mp4,h264,Constrained Baseline,640x480,640,480,1.23,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 78 - Right Hand Robot.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 7 - Kirby_s Egg-cellent Adventure.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 1 - Kirby Comes to Cappy Town [CC].mp4,h264,High,640x480,640,480,0.67,29.97,29.97,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 52 [4Kids Ep. 45] - Snack Attack - Part 1.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 4 - Dark and Stormy Knight [CC].mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 74 - Caterpillar Thriller.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 83 - Teacher_s Threat.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 67 - The School Scam.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 6 - Un-Reality TV [CC].mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 81 - A Trashy Tale.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 79 - Goin_ Bonkers.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 88 - Shell Shocked!.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 87 - Waste Management.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 84 - Mumbies Madness.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 85 - A Sunsational Surprise.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 82 - Cooking Up Trouble.mp4,h264,Constrained Baseline,640x480,640,480,1.22,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 91 - Born to Be Mild - Part 2.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 89 - Tooned Out.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
TV,/Volumes/Bag O Holdn/Videos (Project Nonsense)/TV/Kirby Right Back At Ya!/Episode 80 - Power Ploy.mp4,h264,Constrained Baseline,640x480,640,480,1.21,25.0,25.0,yuv420p,False,OK,0,0,OK,NONE,No major warning was found by the current checks.
